Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,common_name,strain,subtype,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_common_name,host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,receipt_date,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,Submitter_Id,system type
ERR3474650,WGS,302,286414082,PRJEB33950,SAMEA5859062,139668928,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496277,SAMEA5859062,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859062,sample_73,ERP116786,sample_73,in vivo human
ERR3474651,WGS,302,259382062,PRJEB33950,SAMEA5859063,127651185,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496278,SAMEA5859063,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859063,sample_74,ERP116786,sample_74,in vivo human
ERR3474652,WGS,302,229979946,PRJEB33950,SAMEA5859064,113290017,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496279,SAMEA5859064,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859064,sample_75,ERP116786,sample_75,in vivo human
ERR3474653,WGS,302,52093490,PRJEB33950,SAMEA5859065,24793697,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496280,SAMEA5859065,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859065,sample_76,ERP116786,sample_76,in vivo human
ERR3474654,WGS,302,383790660,PRJEB33950,SAMEA5859066,187727937,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496281,SAMEA5859066,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859066,sample_77,ERP116786,sample_77,in vivo human
ERR3474655,WGS,302,21333884,PRJEB33950,SAMEA5859067,10558392,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496282,SAMEA5859067,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859067,sample_78,ERP116786,sample_78,in vivo human
ERR3474656,WGS,302,20169372,PRJEB33950,SAMEA5859068,10025946,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496283,SAMEA5859068,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859068,sample_79,ERP116786,sample_79,in vivo human
ERR3474657,WGS,302,107329290,PRJEB33950,SAMEA5859069,53043222,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496284,SAMEA5859069,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859069,sample_80,ERP116786,sample_80,in vivo human
ERR3474658,WGS,302,64653066,PRJEB33950,SAMEA5859070,31047325,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496285,SAMEA5859070,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:06:00Z,1,SAMEA5859070,sample_81,ERP116786,sample_81,in vivo human
ERR3474659,WGS,302,246146912,PRJEB33950,SAMEA5859071,115936417,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496286,SAMEA5859071,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:07:00Z,1,SAMEA5859071,sample_82,ERP116786,sample_82,in vivo human
ERR3474660,WGS,302,284369542,PRJEB33950,SAMEA5859072,134675359,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496287,SAMEA5859072,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:07:00Z,1,SAMEA5859072,sample_83,ERP116786,sample_83,in vivo human
ERR3474661,WGS,302,746421388,PRJEB33950,SAMEA5859073,328232213,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496288,SAMEA5859073,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:08:00Z,1,SAMEA5859073,sample_84,ERP116786,sample_84,in vivo human
ERR3474662,WGS,302,1413658980,PRJEB33950,SAMEA5859074,631619056,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496289,SAMEA5859074,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:08:00Z,1,SAMEA5859074,sample_85,ERP116786,sample_85,in vivo human
ERR3474663,WGS,302,105376860,PRJEB33950,SAMEA5859075,46832598,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496290,SAMEA5859075,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:07:00Z,1,SAMEA5859075,sample_86,ERP116786,sample_86,in vivo human
ERR3474664,WGS,302,539574642,PRJEB33950,SAMEA5859076,242556880,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496291,SAMEA5859076,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:08:00Z,1,SAMEA5859076,sample_87,ERP116786,sample_87,in vivo human
ERR3474665,WGS,302,133209784,PRJEB33950,SAMEA5859077,58195183,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496292,SAMEA5859077,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:08:00Z,1,SAMEA5859077,sample_88,ERP116786,sample_88,in vivo human
ERR3474666,WGS,302,1305721764,PRJEB33950,SAMEA5859078,582125711,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496293,SAMEA5859078,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:09:00Z,1,SAMEA5859078,sample_89,ERP116786,sample_89,in vivo human
ERR3474667,WGS,302,234918552,PRJEB33950,SAMEA5859079,110794574,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496294,SAMEA5859079,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:08:00Z,1,SAMEA5859079,sample_90,ERP116786,sample_90,in vivo human
ERR3474668,WGS,302,324494470,PRJEB33950,SAMEA5859080,151299994,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496295,SAMEA5859080,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:09:00Z,1,SAMEA5859080,sample_91,ERP116786,sample_91,in vivo human
ERR3474669,WGS,302,150534920,PRJEB33950,SAMEA5859081,74041216,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496296,SAMEA5859081,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:09:00Z,1,SAMEA5859081,sample_92,ERP116786,sample_92,in vivo human
ERR3474670,WGS,302,642796128,PRJEB33950,SAMEA5859082,317248410,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496297,SAMEA5859082,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:09:00Z,1,SAMEA5859082,sample_93,ERP116786,sample_93,in vivo human
ERR3474671,WGS,302,1287875074,PRJEB33950,SAMEA5859083,575230658,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496298,SAMEA5859083,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:10:00Z,1,SAMEA5859083,sample_94,ERP116786,sample_94,in vivo human
ERR3474672,WGS,302,763701828,PRJEB33950,SAMEA5859084,340221058,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496299,SAMEA5859084,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:33Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:10:00Z,1,SAMEA5859084,sample_95,ERP116786,sample_95,in vivo human
ERR3474673,WGS,302,540240854,PRJEB33950,SAMEA5859085,243044811,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496300,SAMEA5859085,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:10:00Z,1,SAMEA5859085,sample_96,ERP116786,sample_96,in vivo human
ERR3474674,WGS,302,1464447830,PRJEB33950,SAMEA5859086,642475260,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496301,SAMEA5859086,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:11:00Z,1,SAMEA5859086,sample_97,ERP116786,sample_97,in vivo human
ERR3474675,WGS,302,719274910,PRJEB33950,SAMEA5859087,316118543,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496302,SAMEA5859087,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:11:00Z,1,SAMEA5859087,sample_98,ERP116786,sample_98,in vivo human
ERR3474676,WGS,302,532017092,PRJEB33950,SAMEA5859088,234264035,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496303,SAMEA5859088,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:11:00Z,1,SAMEA5859088,sample_99,ERP116786,sample_99,in vivo human
ERR3474677,WGS,302,801312908,PRJEB33950,SAMEA5859089,363173856,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496304,SAMEA5859089,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:11:00Z,1,SAMEA5859089,sample_100,ERP116786,sample_100,in vivo human
ERR3474678,WGS,302,824361548,PRJEB33950,SAMEA5859090,366635760,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496305,SAMEA5859090,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:11:00Z,1,SAMEA5859090,sample_101,ERP116786,sample_101,in vivo human
ERR3474679,WGS,302,1552496836,PRJEB33950,SAMEA5859091,687929568,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496306,SAMEA5859091,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:12:00Z,1,SAMEA5859091,sample_102,ERP116786,sample_102,in vivo human
ERR3474680,WGS,302,506611644,PRJEB33950,SAMEA5859092,224343483,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496307,SAMEA5859092,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:12:00Z,1,SAMEA5859092,sample_103,ERP116786,sample_103,in vivo human
ERR3474681,WGS,302,113568006,PRJEB33950,SAMEA5859093,50348496,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496308,SAMEA5859093,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:12:00Z,1,SAMEA5859093,sample_104,ERP116786,sample_104,in vivo human
ERR3474682,WGS,302,1380143624,PRJEB33950,SAMEA5859094,613055823,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496309,SAMEA5859094,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:13:00Z,1,SAMEA5859094,sample_105,ERP116786,sample_105,in vivo human
ERR3474683,WGS,302,1024215484,PRJEB33950,SAMEA5859095,452145243,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496310,SAMEA5859095,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:13:00Z,1,SAMEA5859095,sample_106,ERP116786,sample_106,in vivo human
ERR3474684,WGS,302,830852434,PRJEB33950,SAMEA5859096,368108153,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496311,SAMEA5859096,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:13:00Z,1,SAMEA5859096,sample_107,ERP116786,sample_107,in vivo human
ERR3474685,WGS,302,755054058,PRJEB33950,SAMEA5859097,338253757,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496312,SAMEA5859097,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:13:00Z,1,SAMEA5859097,sample_108,ERP116786,sample_108,in vivo human
