Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,specimen_id,SRA Study,lat_lon,system type,subtype,strain
SRR10013180,AMPLICON,302,407289280,PRJNA561158,SAMN12610147,Viral,117233766,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-17,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751405,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300972,nasal/throat swab,M54067_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,M54067,M54067,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013181,AMPLICON,302,592857106,PRJNA561158,SAMN12610183,Viral,189658560,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-03-17,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751404,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50207,nasal/throat swab,MH15919_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH15919,MH15919,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013182,AMPLICON,302,308917914,PRJNA561158,SAMN12610177,Viral,125463513,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-03-21,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751403,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51390,nasal/throat swab,MH13079_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,MH13079,MH13079,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013183,AMPLICON,302,328235646,PRJNA561158,SAMN12610178,Viral,81917839,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-05-17,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751402,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51122,nasal/throat swab,MH13516_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH13516,MH13516,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013184,AMPLICON,302,210494302,PRJNA561158,SAMN12610173,Viral,76655701,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-06-11,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751401,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50312,nasal/throat swab,MH10735_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:03:00Z,3,MH10735,MH10735,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013185,AMPLICON,302,475689260,PRJNA561158,SAMN12610175,Viral,108849875,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-02-24,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751400,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50062,nasal/throat swab,MH12549_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH12549,MH12549,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013186,AMPLICON,302,337355442,PRJNA561158,SAMN12610162,Viral,145502028,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-10,public,"sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751399,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51294,nasal/throat swab,MH10420_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,MH10420,MH10420,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013187,AMPLICON,302,375800646,PRJNA561158,SAMN12610157,Viral,23722814,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-02-25,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751398,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51093,nasal/throat swab,MH10265_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:03:00Z,3,MH10265,MH10265,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013188,AMPLICON,302,238588154,PRJNA561158,SAMN12610155,Viral,97826195,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-02-18,public,"run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751397,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51092,nasal/throat swab,MH10076_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:45:00Z,3,MH10076,MH10076,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013189,AMPLICON,302,287763418,PRJNA561158,SAMN12610166,Viral,113443388,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-20,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751396,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51091,nasal/throat swab,MH10499_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:03:00Z,3,MH10499,MH10499,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013190,AMPLICON,302,292385226,PRJNA561158,SAMN12610216,Viral,124533184,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-02-16,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751395,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50763,nasal/throat swab,MH9995_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,MH9995,MH9995,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013191,AMPLICON,302,562646536,PRJNA561158,SAMN12610142,Viral,240108379,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-10,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751394,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300971,nasal/throat swab,M53952_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:06:00Z,3,M53952,M53952,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013192,AMPLICON,302,400230634,PRJNA561158,SAMN12610167,Viral,125290517,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-26,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751393,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50585,nasal/throat swab,MH10529_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10529,MH10529,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013193,AMPLICON,302,261103160,PRJNA561158,SAMN12610165,Viral,114487633,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-17,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751392,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50504,nasal/throat swab,MH10454_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10454,MH10454,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013194,AMPLICON,302,488141928,PRJNA561158,SAMN12610168,Viral,201683114,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-27,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751391,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50425,nasal/throat swab,MH10536_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH10536,MH10536,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013195,AMPLICON,302,279264232,PRJNA561158,SAMN12610163,Viral,118916070,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-13,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751390,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50420,nasal/throat swab,MH10445_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10445,MH10445,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013196,AMPLICON,302,442691834,PRJNA561158,SAMN12610170,Viral,105935104,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-01,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751389,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50409,nasal/throat swab,MH10549_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10549,MH10549,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013197,AMPLICON,302,679200114,PRJNA561158,SAMN12610164,Viral,287400637,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-17,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751388,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50369,nasal/throat swab,MH10453_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:07:00Z,3,MH10453,MH10453,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013198,AMPLICON,302,303843106,PRJNA561158,SAMN12610171,Viral,105163150,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-07,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751387,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50051,nasal/throat swab,MH10582_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:03:00Z,3,MH10582,MH10582,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013199,AMPLICON,302,295465928,PRJNA561158,SAMN12610169,Viral,108815696,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-01,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751386,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50019,nasal/throat swab,MH10545_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10545,MH10545,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013200,AMPLICON,302,486884098,PRJNA561158,SAMN12610161,Viral,207372866,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-06,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751385,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50004,nasal/throat swab,MH10404_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH10404,MH10404,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013201,AMPLICON,302,714932150,PRJNA561158,SAMN12610160,Viral,305099455,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-06,public,"run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751384,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50003,nasal/throat swab,MH10403_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH10403,MH10403,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013202,AMPLICON,302,500449032,PRJNA561158,SAMN12610144,Viral,176607643,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-14,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751383,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300927,nasal/throat swab,M53993_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,M53993,M53993,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013203,AMPLICON,302,534111462,PRJNA561158,SAMN12610215,Viral,199154256,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2014-03-28,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751382,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,UM41536,nasal/throat swab,MH6592_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH6592,MH6592,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013204,AMPLICON,302,423745260,PRJNA561158,SAMN12610195,Viral,160114676,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-11-13,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751381,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331472,nasal/throat swab,MH2247_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH2247,MH2247,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013205,AMPLICON,302,602792000,PRJNA561158,SAMN12610193,Viral,260485702,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-11-07,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751380,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331471,nasal/throat swab,MH2216_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH2216,MH2216,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013206,AMPLICON,302,404398838,PRJNA561158,SAMN12610194,Viral,172107263,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2012-11-13,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751379,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331470,nasal/throat swab,MH2246_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH2246,MH2246,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013207,AMPLICON,302,211306380,PRJNA561158,SAMN12610208,Viral,73446426,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-14,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751378,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331452,nasal/throat swab,MH4201_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH4201,MH4201,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013208,AMPLICON,302,232156460,PRJNA561158,SAMN12610204,Viral,91846674,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-02-20,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751377,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331435,nasal/throat swab,MH3814_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH3814,MH3814,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013209,AMPLICON,302,452521028,PRJNA561158,SAMN12610209,Viral,192198378,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-18,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751376,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331397,nasal/throat swab,MH4247_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH4247,MH4247,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013210,AMPLICON,302,643677968,PRJNA561158,SAMN12610207,Viral,277492094,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-03-13,public,"run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751375,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331364,nasal/throat swab,MH4166_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,MH4166,MH4166,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013211,AMPLICON,302,544901620,PRJNA561158,SAMN12610201,Viral,82367385,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-21,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751374,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331061,nasal/throat swab,MH3066_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:01:00Z,3,MH3066,MH3066,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013212,AMPLICON,302,354618366,PRJNA561158,SAMN12610205,Viral,8430526,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-02-21,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751373,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331045,nasal/throat swab,MH3821_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH3821,MH3821,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013213,AMPLICON,302,447535008,PRJNA561158,SAMN12610150,Viral,37364619,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-28,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751372,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300550,nasal/throat swab,M54309_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,M54309,M54309,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013214,AMPLICON,302,431078424,PRJNA561158,SAMN12610199,Viral,119662470,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-03,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751371,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,331002,nasal/throat swab,MH2672_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,MH2672,MH2672,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013215,AMPLICON,302,785279124,PRJNA561158,SAMN12610214,Viral,336737629,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-04-15,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751370,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330968,nasal/throat swab,MH4524_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,MH4524,MH4524,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013216,AMPLICON,302,405171656,PRJNA561158,SAMN12610213,Viral,62398763,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-04-15,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751369,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330330,nasal/throat swab,MH4523_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH4523,MH4523,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013217,AMPLICON,302,347430162,PRJNA561158,SAMN12610202,Viral,28183968,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2013-01-25,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751368,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,330170,nasal/throat swab,MH3226_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH3226,MH3226,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013218,AMPLICON,302,382568768,PRJNA561158,SAMN12610124,Viral,126248898,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-06,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751367,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50772,nasal/throat swab,HS1910_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS1910,HS1910,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013219,AMPLICON,302,208464258,PRJNA561158,SAMN12610127,Viral,85826165,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-06-09,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751366,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50312,nasal/throat swab,HS2019_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS2019,HS2019,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013220,AMPLICON,302,182448468,PRJNA561158,SAMN12610128,Viral,11980432,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-02-23,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751365,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50033,nasal/throat swab,HS2524_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS2524,HS2524,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013221,AMPLICON,302,493762148,PRJNA561158,SAMN12610132,Viral,196874757,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-05-15,public,"sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751364,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51123,nasal/throat swab,HS2680_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,HS2680,HS2680,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013222,AMPLICON,302,377455606,PRJNA561158,SAMN12610134,Viral,153595958,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-02-16,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751363,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51337,nasal/throat swab,HS3092_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:02:00Z,2,HS3092,HS3092,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
